,KOI,KIC,Teff,ETeff,eTeff,Fe/H,e_Fe/H,M/H,e_M/H,SpType,Mstar,e_Mstar,Rstar,e_Rstar,Dis,Fe/H-T,e_Fe/H-T,Fe/H-M,e_Fe/H-M,M/H-M,e_M/H-M,solution_id,designation,m_source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist
62,2238,8229458,3809,126,81,-0.02,0.15,-0.02,0.13,M1V,0.54,0.04,0.51,0.04,131,0.15,0.15,-0.05,0.2,0.01,0.2,1.64E+18,b'Gaia DR2 2126870351901388672',2.13E+18,1525515624,2015.5,290.4341483,0.016555909,44.1077802,0.018080108,4.617274944,0.019339898,238.7435,16.75466281,0.039290394,27.76342447,0.041262584,-0.09464297,0.026207145,0.029088663,-0.042088773,0.07329544,-0.032555334,-0.073016465,0.05061021,-0.21805453,-0.14272282,209,0,207,2,-1.2345823,177.57498,0,0,31,FALSE,35.78528,1.417202095,0.005155189,-0.010368458,24,16,0.052144144,0,27,FALSE,232,27308.84655,9.572925443,2852.717,14.597608,24,8767.324934,30.3720882,288.66388,15.494221,24,27415.05596,39.16056429,700.06793,13.666947,1.3249326,0,1.8272734,0.8966131,0.93066025,,,0,,,,b'NOT_AVAILABLE',75.88309207,13.48155831,306.3641088,64.98821412,100001,4169.9766,3864.75,4799.9634,0.531,0.2467,0.8511,0.2533,0.1106,0.4141,200111,0.5286277,0.39897096,0.61542386,0.07612529,0.0752491,0.077001475,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126870351901388672',b' ',8229458,290.43402,44.107651,215.2327928,214.333838,216.1391848,950.8705092,1,1,b'2MASS J19214416+4406275',14.634,3810,76,-84,b'SPE70',4.753,0.035,-0.038,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.513,0.038,-0.038,0.543,0.031,-0.046,b'DSEP',1,1,1,12.495,11.821,11.683,b'conf',0.079964911
63,3010,3642335,3810,123,216,-0.03,0.23,-0.02,0.19,M1V,0.53,0.1,0.51,0.09,220,0.07,0.17,0.05,0.3,-0.04,0.36,1.64E+18,b'Gaia DR2 2052857547022629888',2.05E+18,1596206221,2015.5,290.5102933,1.05045183,38.74350101,1.252097939,,,,,,,,0.09444765,,,,,,,,,,209,0,209,0,283.7614,227125.98,10.93812406,10062.33636,3,FALSE,0.008211376,,,-0.004890987,24,15,2.1443279,0,28,TRUE,228,7870.503194,79.11783778,99.47824,15.9483595,25,3196.463318,13.27082445,240.86395,16.589714,24,9824.697876,14.58304739,673.7068,14.781122,1.6544255,0,1.8085918,0.64135456,1.1672373,,,0,,,,b'NOT_AVAILABLE',70.94993889,11.12525724,302.9701926,59.85689512,132001,4273.375,3756.6,4450.5,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2052857547022629888',b' ',3642335,290.51019,38.743542,,,,,,,b'2MASS J19220244+3844367',15.757,3808,69,-76,b'SPE70',4.734,0.033,-0.027,b'PHO2',-0.02,0.15,-0.15,b'SPE70',0.522,0.028,-0.035,0.539,0.03,-0.037,b'DSEP',1,1,2,13.586,12.906,12.767,b'conf',0.325355045
64,251,10489206,3811,45,78,-0.06,0.12,-0.05,0.12,M1V,0.53,0.03,0.5,0.03,79,-0.01,0.13,-0.06,0.14,-0.13,0.14,1.64E+18,b'Gaia DR2 2086439488284337536',2.09E+18,1370035130,2015.5,298.2581101,0.024347277,47.60500305,0.028965461,5.424901914,0.029052473,186.72772,0.659458383,0.053556791,10.61037708,0.06262969,-0.15808606,-0.17902696,0.14273508,-0.19701955,0.27057725,-0.24855857,0.25544998,-0.245416,-0.043410715,-0.059811637,195,0,190,5,4.066813,273.90378,0.145058749,3.131889003,31,FALSE,17.923187,1.411044575,0.006420132,-0.040246267,22,15,0.06884002,0,27,FALSE,215,23352.13411,10.67335572,2187.8906,14.7675495,25,6886.237007,27.40291739,251.29576,15.7564335,23,24491.73519,49.55575544,494.22586,13.7893715,1.3436875,1,1.967062,0.988884,0.978178,,,0,,,,b'NOT_AVAILABLE',81.59298179,10.21915396,321.8091208,66.03690509,100002,4060.7932,3795.0925,4342.075,0.4243,0.0149,0.6127,0.219,0.0069,0.3857,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2086439488284337536',b' ',10489206,298.25812,47.604939,183.3647146,182.385703,184.3541042,1449.399712,1,1,b'2MASS J19530194+4736178',14.752,3808,76,-84,b'SPE70',4.754,0.036,-0.036,b'SPE60',-0.06,0.15,-0.15,b'SPE70',0.508,0.037,-0.042,0.534,0.035,-0.042,b'DSEP',2,2,2,12.484,11.869,11.682,b'conf',0.074460907
65,4427,4172805,3813,314,39,-0.07,0.15,-0.05,0.14,M1V,0.53,0.07,0.5,0.07,104,0.12,0.13,0.01,0.22,0.14,0.23,1.64E+18,b'Gaia DR2 2076232790569562112',2.08E+18,28864874,2015.5,295.1174448,0.024610966,39.2741593,0.031963404,3.591757136,0.03213275,111.7787,37.66211582,0.053675074,13.9144773,0.061276381,0.1028938,0.018177431,-0.077680185,-0.042766303,0.17121795,-0.07100851,-0.28021,-0.19950157,0.028139593,0.06644896,239,0,238,1,2.0490038,279.33685,0.120138521,1.512832644,31,FALSE,10.859477,1.379172459,0.00767678,0.08811013,27,15,0.06584231,0,30,FALSE,263,10554.6351,4.793743335,2201.7522,15.629758,30,3014.935402,11.59073091,260.11606,16.653193,29,11321.34754,20.93662216,540.7438,14.627174,1.3582926,0,2.0260181,1.0234346,1.0025835,,,0,,,,b'NOT_AVAILABLE',73.09046884,8.185366139,310.0235863,59.27246655,100001,3699,3595.5,4116.63,0.595,0.2824,0.9586,0.3,0.1425,0.4121,200111,0.6259283,0.50537014,0.66248286,0.066081695,0.06467003,0.067493364,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2076232790569562112',b' ',4172805,295.11722,39.27409,276.2259424,273.7771439,278.7181474,2070.347685,1,1,b'2MASS J19402813+3916267',15.645,3788,76,-84,b'SPE70',4.774,0.036,-0.04,b'PHO2',-0.1,0.15,-0.15,b'SPE70',0.49,0.037,-0.041,0.52,0.034,-0.042,b'DSEP',0,1,1,13.339,12.684,12.499,b'cand',0.054480363
66,2347,8235924,3817,482,37,0.24,0.15,0.17,0.13,M1V,0.57,0.08,0.54,0.07,169,0.3,0.14,0.54,0.18,0.33,0.17,1.64E+18,b'Gaia DR2 2126343823271448832',2.13E+18,409921392,2015.5,292.7734523,0.022515086,44.17808801,0.025799029,3.125802148,0.028762074,108.67791,11.04393984,0.051973667,-0.412665281,0.046556268,0.10635236,0.20339175,-0.10358614,0.10560985,0.48781562,0.025283242,-0.12593937,-0.11934874,0.060368877,0.14401913,196,0,195,1,0.94967866,208.41055,0,0,31,FALSE,24.469917,1.431580831,0.006788666,0.001043127,22,16,0.057620283,0,26,FALSE,223,20392.60557,7.638184729,2669.8235,14.914684,25,6851.332716,23.22219852,295.03375,15.7619505,25,19894.45165,28.93514085,687.5533,14.01509,1.3115432,0,1.7468605,0.8472662,0.8995943,,,0,,,,b'NOT_AVAILABLE',76.69172676,11.99807601,310.115381,64.47828569,100001,4051.8901,3965.75,4192.2935,0.825,0.6636,1.1698,0.382,0.3199,0.5728,200111,0.74067324,0.6918925,0.773199,0.13322283,0.13021696,0.13622871,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126343823271448832',b' ',8235924,292.77338,44.178131,317.0224561,314.1359677,319.9615181,1138.140999,1,1,b'2MASS J19310561+4410412',14.934,3814,76,-84,b'SPE70',4.687,0.039,-0.018,b'SPE60',0.24,0.15,-0.15,b'SPE70',0.57,0.023,-0.037,0.576,0.032,-0.032,b'DSEP',1,1,1,12.861,12.191,12.059,b'conf',0.149167634
67,1397,9427402,3822,178,71,-0.24,0.16,-0.17,0.14,M1V,0.52,0.06,0.49,0.06,130,0.01,0.14,-0.3,0.18,-0.18,0.18,1.64E+18,b'Gaia DR2 2085274349558724224',2.09E+18,1299835224,2015.5,299.6777838,0.026265818,45.97233588,0.02592325,3.041089405,0.029698681,102.39813,14.13464501,0.052420127,5.261590966,0.048863014,0.14590238,0.15650599,-0.20418347,-0.14008236,0.33782035,-0.20169857,-0.23541127,-0.2449747,-0.058563434,0.104410544,211,0,209,2,-2.2112699,161.94281,0,0,31,FALSE,16.39885,1.446599375,0.007315779,0.003921434,24,15,0.059357103,0,28,FALSE,237,13482.67467,5.356983462,2516.8408,15.363926,26,4508.164799,15.50476797,290.7599,16.216389,25,13358.90906,20.45968268,652.93823,14.447493,1.3251877,0,1.7688961,0.85246277,0.91643333,,,0,,,,b'NOT_AVAILABLE',80.65018616,8.562343757,322.0873464,64.14047742,100001,3992.25,3903,4456.11,0.21,0.0667,0.4085,0.115,0.0403,0.22,200111,0.649087,0.5209867,0.67911184,0.096420966,0.09413027,0.09871166,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2085274349558724224',b' ',9427402,299.6777,45.972328,325.7785424,322.6328168,328.9850987,1697.310133,1,1,b'2MASS J19584264+4558204',15.369,3821,76,-84,b'SPE70',4.764,0.048,-0.036,b'SPE60',-0.24,0.15,-0.15,b'SPE70',0.487,0.039,-0.047,0.503,0.036,-0.044,b'DSEP',0,1,1,13.25,12.59,12.427,b'cand',0.053994516
68,2329,11192235,3823,184,61,-0.28,0.15,-0.2,0.14,M1V,0.51,0.05,0.49,0.05,132,-0.09,0.14,0.12,0.16,-0.12,0.17,1.64E+18,b'Gaia DR2 2129686991453013248',2.13E+18,1077482421,2015.5,292.7700072,0.024444659,48.89984693,0.02932165,2.939198888,0.027599419,106.49496,12.19773144,0.05564209,48.40721782,0.05696988,-0.10287091,-0.114369586,-0.17859602,0.015072704,0.20034744,-0.013353849,-0.37556034,-0.08541831,-0.06460161,-0.09093864,266,0,263,3,1.9926561,305.21686,0.119799215,1.475630168,31,FALSE,10.307594,1.397444015,0.007806327,0.03987396,30,17,0.06525028,0,32,FALSE,281,10214.00389,4.742801576,2153.5803,15.665376,30,3196.936715,12.30063777,259.9001,16.589554,30,10427.79997,13.46666937,774.34143,14.716438,1.3339272,0,1.8731155,0.9241781,0.9489374,,,0,,,,b'NOT_AVAILABLE',81.05264755,14.05879804,314.7811661,68.82633239,100001,3900,3825.6667,4058.365,0.4763,0.103,0.955,0.251,0.0733,0.4671,200111,0.6319296,0.58357364,0.6567251,0.08323202,0.08129523,0.085168816,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2129686991453013248',b' ',11192235,292.76993,48.89962,336.9521877,333.8237569,340.1387426,914.6826335,1,1,b'2MASS J19310478+4853586',15.655,3821,76,-84,b'SPE70',4.755,0.056,-0.028,b'SPE60',-0.28,0.15,-0.15,b'SPE70',0.486,0.034,-0.047,0.49,0.04,-0.04,b'DSEP',0,1,1,13.491,12.84,12.674,b'cand',0.066954207
69,1868,6773862,3828,171,64,-0.05,0.16,-0.04,0.14,M1V,0.55,0.06,0.52,0.05,194,0.25,0.14,-0.05,0.17,-0.14,0.2,1.64E+18,b'Gaia DR2 2101938650863923712',2.10E+18,1210012127,2015.5,290.7082585,0.023220437,42.23722454,0.024957081,3.251295118,0.028287038,114.9394,-18.02360808,0.04663552,-5.74254299,0.046198845,0.07910264,0.24224167,-0.24352449,-0.16887578,0.34062815,-0.21793295,-0.24493907,-0.31886914,-0.23289408,-0.0156265,210,0,210,0,-0.8549762,187.54184,0,0,31,FALSE,19.513199,1.430078147,0.007361176,-0.006695656,24,15,0.053441163,0,27,FALSE,236,15492.28745,6.468038593,2395.2063,15.213077,26,5032.255005,15.7537221,319.43277,16.096981,25,15411.44943,24.21847314,636.351,14.292312,1.3196052,0,1.8046694,0.88390446,0.9207649,,,0,,,,b'NOT_AVAILABLE',74.23268446,12.50541086,305.428538,63.1519771,100001,3950,3919.0632,4121.415,0.379,0.1706,0.752,0.1922,0.068,0.366,200111,0.67437965,0.61944956,0.68506867,0.09974521,0.09760821,0.101882204,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2101938650863923712',b' ',6773862,290.7084,42.237251,304.889324,302.2623918,307.5614884,1040.267017,1,1,b'2MASS J19225001+4214141',15.22,3826,76,-84,b'SPE70',4.744,0.035,-0.035,b'SPE60',-0.06,0.15,-0.15,b'SPE70',0.516,0.037,-0.04,0.54,0.031,-0.043,b'DSEP',1,1,1,13.138,12.45,12.29,b'conf',0.098032004
70,1879,8367644,3829,411,69,0.31,0.15,0.22,0.14,M1V,0.59,0.08,0.56,0.07,413,0.53,0.12,0.64,0.16,0.37,0.19,1.64E+18,b'Gaia DR2 2126373303927596160',2.13E+18,586105917,2015.5,292.6141076,0.036193471,44.39466435,0.039720352,3.054391849,0.042332176,72.15296,2.235198184,0.076802588,4.470095344,0.084365926,-0.28030336,-0.36777148,-0.0965848,0.09710755,0.23214313,0.0349432,-0.26766953,-0.07448712,-0.11695313,-0.17373858,187,0,184,3,1.1435324,200.79951,0,0,31,FALSE,9.194697,1.36593979,0.010360287,-0.03085878,21,15,0.08837609,0,25,FALSE,210,8047.01294,5.639151156,1426.9901,15.924279,22,2281.950676,10.65113137,214.2449,16.955622,24,8682.119912,15.48610585,560.63934,14.915356,1.362502,0,2.040266,1.0313425,1.0089235,,,0,,,,b'NOT_AVAILABLE',76.83876141,12.19618496,310.0477003,64.72133723,100001,3668.5,3651,3995.1675,0.563,0.228,0.9163,0.284,0.1362,0.4646,200111,0.660498,0.55690175,0.666845,0.07118555,0.068958,0.073413104,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126373303927596160',b' ',8367644,292.61411,44.394661,324.4226044,319.993354,328.9739374,1108.403507,1,1,b'2MASS J19302738+4423407',15.967,3828,76,-84,b'SPE70',4.712,0.022,-0.032,b'SPE60',0.3,0.15,-0.15,b'SPE70',0.565,0.029,-0.029,0.6,0.025,-0.037,b'DSEP',1,1,1,13.587,12.893,12.729,b'conf',0.07024736
71,2179,10670119,3834,142,82,0.05,0.14,0.03,0.13,M1V,0.56,0.05,0.53,0.05,226,0.2,0.14,0.41,0.15,0.4,0.16,1.64E+18,b'Gaia DR2 2128835935094128512',2.13E+18,1514803702,2015.5,293.6743322,0.50899589,47.90847266,0.571561456,3.841389508,0.576272328,6.6659274,19.44667857,1.089856058,13.78354203,1.072142551,0.004387416,-0.027592238,-0.1658954,-0.15111978,0.2200274,-0.20693181,-0.24492683,-0.1831675,-0.14316522,0.049126107,235,0,234,1,185.47969,71275.516,5.518474652,3007.021648,31,FALSE,0.032410886,1.06073665,0.14797525,0.069601536,27,17,1.007085,0,29,FALSE,246,10186.13501,15.85776717,642.34357,15.668343,27,2757.218102,15.65104186,176.16833,16.75021,27,11549.90987,19.35053792,596.878,14.6054735,1.4045689,0,2.1447363,1.0818672,1.0628691,,,0,,,,b'NOT_AVAILABLE',80.40250394,13.08730026,315.1163927,67.67403785,100001,3597.5,3560,4139.7534,0.4945,0.0425,1.208,0.299,0.035,0.6514,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2128835935094128512',b' ',10670119,293.67422,47.908459,269.1348528,229.086501,326.0027275,1003.363632,1,1,b'2MASS J19344181+4754304',15.673,3825,76,-84,b'SPE70',4.749,0.028,-0.044,b'SPE60',0.07,0.15,-0.15,b'SPE70',0.524,0.038,-0.034,0.561,0.032,-0.04,b'DSEP',2,2,2,13.247,12.594,12.395,b'conf',0.167298202
72,248,5364071,3838,117,66,-0.02,0.13,-0.01,0.12,M1V,0.55,0.04,0.52,0.04,206,-0.2,0.15,0.15,0.12,0.05,0.13,1.64E+18,b'Gaia DR2 2053523271244105216',2.05E+18,614781033,2015.5,292.2945208,0.020010788,40.59181226,0.025383326,3.184500175,0.025718581,123.82099,-7.614494219,0.042698887,4.278559044,0.045724204,0.044117857,0.081166424,-0.13466884,-0.10360652,0.36163655,-0.15774359,-0.18238086,-0.16359122,-0.083386704,0.045527786,238,9,238,0,-0.03500935,231.58047,0,0,31,FALSE,18.987335,1.43092383,0.006578667,0.07275492,27,16,0.05086849,0,29,FALSE,253,15262.69222,7.54350146,2023.2902,15.229288,28,5032.280637,17.44956408,288.39005,16.096975,28,15090.87225,17.00423952,887.47705,14.315134,1.3184537,0,1.7818413,0.8676872,0.91415405,,,0,,,,b'NOT_AVAILABLE',73.25729533,10.71392728,306.7487139,61.21725937,100001,3996.2234,3932,4368.115,0.337,0.1323,0.7214,0.171,0.0673,0.4008,200111,0.65730625,0.5501475,0.6789539,0.09927257,0.09729139,0.101253755,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2053523271244105216',b' ',5364071,292.29459,40.591789,311.2224332,308.732264,313.7523714,1348.064793,1,1,b'2MASS J19291070+4035304',15.264,3834,77,-84,b'SPE70',4.708,0.045,-0.021,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.539,0.03,-0.041,0.541,0.037,-0.037,b'DSEP',4,4,4,13.184,12.487,12.383,b'conf',0.0732283
73,314,7603200,3847,39,60,-0.25,0.12,-0.18,0.12,M1V,0.52,0.03,0.49,0.03,20,-0.25,0.13,-0.22,0.12,-0.19,0.11,1.64E+18,b'Gaia DR2 2102053446751282944',2.10E+18,49888988,2015.5,290.3814122,0.021764738,43.2930645,0.022249567,14.92715685,0.023754738,628.3865,-20.59913167,0.044845149,22.69796703,0.045138024,0.048687022,0.18121776,-0.21013859,-0.032927606,0.15597463,-0.07256009,-0.31397575,-0.12329764,0.050421014,0.0929733,197,197,197,0,2.2637048,239.09084,0,0,31,TRUE,280.41916,1.408410118,0.006636476,0.15104063,23,16,0.036580637,0,25,FALSE,214,193523.1788,42.51734468,4551.629,12.471533,25,59789.56777,122.5513413,487.87363,13.409824,23,196698.5202,187.5004396,1049.0563,11.527417,1.3253611,0,1.8824072,0.93829155,0.94411564,-36.32987899,0.800933858,8,4000,3,0,b'NOT_AVAILABLE',75.10742268,13.17249004,305.6652164,64.22964565,100001,4127.093,3917.63,4399.52,0.299,0.1869,0.644,0.152,0.1146,0.2658,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2102053446751282944',b' ',7603200,290.3815,43.292988,66.86242209,66.75559534,66.9695852,973.8443553,1,1,b'2MASS J19213157+4317347',12.925,3846,77,-84,b'SPE70',4.738,0.052,-0.024,b'SPE60',-0.24,0.15,-0.15,b'SPE70',0.503,0.032,-0.048,0.505,0.036,-0.04,b'DSEP',3,3,3,10.293,9.68,9.506,b'conf',0.117399581
74,2306,6666233,3861,208,63,0.08,0.15,0.06,0.13,M0V,0.57,0.06,0.54,0.05,233,0.32,0.13,0.41,0.17,0.25,0.18,1.64E+18,b'Gaia DR2 2104748521545492864',2.10E+18,186702747,2015.5,282.284382,0.014241993,42.15421453,0.017210948,3.839437202,0.017033246,225.40843,3.299732612,0.031196851,6.081027541,0.033316543,0.010416622,-0.025803056,-0.1221318,-0.081699245,0.1839245,-0.12817648,-0.30194718,-0.18027097,-0.14713113,0.059950337,273,0,272,1,-1.9978294,222.85153,0,0,31,FALSE,28.869663,1.420779084,0.004326618,0.1018917,31,17,0.043518018,0,33,FALSE,289,23393.50868,8.528943662,2742.8376,14.765627,31,7562.601422,22.24429226,339.9794,15.65471,33,23286.6676,32.34512223,719.9437,13.8441515,1.3187107,0,1.8105583,0.8890829,0.9214754,,,0,,,,b'NOT_AVAILABLE',71.63224869,18.21876578,291.6369043,64.67350844,100001,4063,3899.0066,4218,0.7107,0.3713,1.02,0.3313,0.1763,0.4874,200111,0.6400515,0.5938755,0.6950253,0.10058005,0.0993016,0.101858504,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2104748521545492864',b' ',6666233,282.28439,42.15419,258.5108747,257.3689987,259.6627463,880.3887521,1,1,b'2MASS J18490825+4209150',14.78,3862,77,-84,b'SPE70',4.69,0.042,-0.018,b'SPE60',0.08,0.15,-0.15,b'SPE70',0.563,0.026,-0.04,0.566,0.035,-0.035,b'DSEP',0,1,2,12.634,11.999,11.828,b'cand',0.072812468
75,2191,5601258,3870,95,91,0.1,0.13,0.07,0.13,M0V,0.57,0.04,0.54,0.04,190,0.33,0.13,0.44,0.13,0.2,0.15,1.64E+18,b'Gaia DR2 2103822075621468672',2.10E+18,1654656766,2015.5,285.0865387,0.020218425,40.89905058,0.026951852,4.483092644,0.025187276,177.99037,1.490994866,0.04444767,6.702618397,0.050567316,-0.0837428,0.04532183,-0.19350395,0.020411992,0.31231588,-0.023477342,-0.46310923,-0.049951367,-0.034128807,-0.01762836,221,0,220,1,2.726012,275.8387,0.097892721,1.496361014,31,FALSE,20.130707,1.394117431,0.007431637,0.121801175,25,16,0.059218258,0,28,FALSE,248,20755.59662,7.825880493,2652.174,14.895528,24,6136.59319,24.45272466,250.95744,15.88157,25,21906.40427,25.41605428,861.9121,13.910492,1.3511053,0,1.9710779,0.986042,0.9850359,,,0,,,,b'NOT_AVAILABLE',71.2131834,15.80737779,295.679785,62.99969761,100001,3724,3696.3333,4015.7998,0.5583,0.133,0.8713,0.2835,0.0425,0.4208,200111,0.68779093,0.5914686,0.69812554,0.08196836,0.080798775,0.083137944,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2103822075621468672',b' ',5601258,285.08655,40.898998,221.6386902,220.3989355,222.8922199,860.7529379,1,1,b'2MASS J19002077+4053563',14.911,3867,77,-84,b'SPE70',4.718,0.027,-0.033,b'SPE60',0.1,0.15,-0.15,b'SPE70',0.552,0.033,-0.033,0.581,0.028,-0.038,b'DSEP',0,1,1,12.656,11.962,11.811,b'cand',0.10103496
76,4252,10525049,3873,143,93,0.12,0.14,0.08,0.12,M0V,0.58,0.05,0.55,0.05,121,-0.15,0.14,0.25,0.15,0.05,0.16,1.64E+18,b'Gaia DR2 2131059972237410560',2.13E+18,300637154,2015.5,287.3640804,0.033470804,47.78530434,0.03852312,5.128707278,0.037855081,135.48267,4.367518345,0.079293128,25.9205104,0.087883667,-0.19363625,0.038595073,0.057119444,-0.13778132,0.19006528,-0.1080093,-0.056512117,0.1185528,-0.15335117,-0.25463787,203,0,202,1,18.808914,854.0864,0.330873059,25.09583996,31,FALSE,7.7492137,1.377859801,0.00896975,0.028589748,23,16,0.09564052,0,27,FALSE,238,50771.2506,15.55040845,3264.9465,13.924321,25,15358.86244,22.17472246,692.6293,14.88549,26,52633.35444,74.68507412,704.73724,12.958767,1.3391874,0,1.9267235,0.96116924,0.96555424,,,0,,,,b'NOT_AVAILABLE',78.49855725,16.90289245,304.3177717,69.16479,100001,3925.6868,3804,4192.69,,,,,,,200111,0.79001236,0.69259554,0.8413645,0.13354422,0.13127176,0.13581668,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2131059972237410560',b' ',10525049,287.36404,47.78521,193.9030314,192.4793481,195.3475514,823.8421988,1,1,b'2MASS J19092737+4747067',13.977,3872,77,-84,b'SPE70',4.714,0.027,-0.03,b'PHO2',0.12,0.15,-0.15,b'SPE70',0.557,0.033,-0.033,0.585,0.028,-0.038,b'DSEP',0,1,1,11.706,11.016,10.871,b'cand',0.069040949
77,4875,2986833,3874,237,164,0.15,0.18,0.1,0.15,M0V,0.58,0.08,0.56,0.08,289,0.01,0.14,0.47,0.28,0.37,0.3,1.64E+18,b'Gaia DR2 2052619541406162304',2.05E+18,255124720,2015.5,290.7820813,0.029120239,38.1875985,0.038553115,3.320040898,0.036168998,91.79245,-7.915249725,0.065598841,-39.60394602,0.07554974,-0.14029789,-0.035863556,-0.25357956,0.14020115,0.12670934,0.15446651,-0.4211224,0.009857939,-0.06937721,-0.18033521,221,0,218,3,2.0862644,258.26807,0.129812521,1.458064913,31,FALSE,9.0069685,1.385131182,0.008265039,-0.006464438,25,15,0.08316016,0,28,FALSE,244,8984.32409,5.147950289,1745.2235,15.804652,22,2624.528607,14.33129731,183.13266,16.80376,24,9701.363076,13.01066671,745.6469,14.794838,1.3719331,0,2.0089226,0.9991083,1.0098143,,,0,,,,b'NOT_AVAILABLE',70.53690077,10.68957226,303.0700448,59.26380687,100001,3743.6667,3605,4420.3335,0.5813,0.2824,0.9163,0.2927,0.1225,0.4091,200111,0.60052335,0.43073902,0.6476103,0.063818015,0.06220016,0.06543587,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2052619541406162304',b' ',2986833,290.78214,38.18779,298.6545176,295.4383441,301.940207,1282.398554,1,1,b'2MASS J19230771+3811160',15.783,3880,69,-92,b'SPE70',4.722,0.023,-0.035,b'PHO2',0.14,0.15,-0.15,b'SPE70',0.555,0.033,-0.033,0.591,0.024,-0.042,b'DSEP',0,1,1,13.48,12.805,12.639,b'cand',0.087091827
